3,3,3
10,9,9
10,9,9
11,10,10
11,10,10
20,2,2
3,2,2
3,2,2
11,10,10
11,10,10
3,2,2
2,1,1
3,3,3
3,2,2
3,2,2
2,1,1
2,1,1
3,2,2
4,4,4
3,2,2
2,1,1
2,1,1
2,1,1
1,0,0
3,2,2
2,1,1
1,0,0
3,2,2
3,2,2
3,2,2
4,3,3
3,3,3
4,3,3
3,2,2
2,1,1
1,0,0
2,1,1
2,1,1
2,1,1
3,3,3
4,4,4
3,2,2
3,3,3
2,1,1
11,10,10
4,4,4
1,0,0
5,4,4
3,3,3
5,5,5
6,5,5
5,5,5
3,3,3
5,6,6
6,5,5
3,2,2
4,3,3
3,2,2
4,4,5
3,2,2
5,4,4
3,2,2
3,2,2
4,4,5
3,2,2
3,2,2
3,2,2
3,2,2
4,3,3
5,4,4
