1,0,0
2,1,1
2,1,1
1,0,0
2,1,1
1,0,0
1,0,0
3,2,2
3,2,2
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
2,1,1
2,1,1
2,1,1
2,1,1
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
2,1,1
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
2,1,1
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
2,1,1
1,0,0
1,0,0
4,3,3
2,1,1
1,0,0
3,2,2
1,0,0
2,1,1
1,0,0
3,2,2
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
2,1,1
2,1,1
1,0,0
2,1,1
2,1,1
2,1,1
3,2,2
2,1,1
2,1,1
1,0,0
3,2,2
1,0,0
1,0,0
2,1,1
1,0,0
1,0,0
2,1,1
2,1,1
1,0,0
4,3,3
1,0,0
1,0,0
2,1,1
1,0,0
1,0,0
1,0,0
2,1,1
1,0,0
2,1,1
2,1,1
1,0,0
2,1,1
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
2,1,1
2,1,1
2,1,1
1,0,0
1,0,0
1,0,0
1,0,0
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
1,0,0
1,0,0
3,2,2
1,0,0
1,0,0
1,0,0
2,1,1
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
2,1,1
1,0,0
2,1,1
1,0,0
2,1,1
2,1,1
1,0,0
1,0,0
2,1,1
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
2,1,1
3,2,2
1,0,0
2,1,1
2,1,1
1,0,0
1,0,0
1,0,0
2,1,1
1,0,0
1,0,0
2,1,1
1,0,0
1,0,0
2,1,1
1,0,0
2,1,1
2,1,1
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
2,1,1
1,0,0
2,1,1
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
3,2,2
1,0,0
1,0,0
2,1,1
1,0,0
1,0,0
1,0,0
3,2,2
4,3,3
1,0,0
2,1,1
2,1,1
4,3,3
2,1,1
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
2,1,1
1,0,0
2,1,1
2,1,1
2,1,1
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
2,1,1
1,0,0
1,0,0
1,0,0
2,1,1
1,0,0
3,2,2
3,2,2
1,0,0
1,0,0
1,0,0
3,2,2
1,0,0
1,0,0
3,2,2
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
2,1,1
1,0,0
2,1,1
1,0,0
1,0,0
1,0,0
2,1,1
1,0,0
1,0,0
2,1,1
2,1,1
1,0,0
2,1,1
1,0,0
3,2,2
2,1,1
1,0,0
2,1,1
2,1,1
2,1,1
1,0,0
1,0,0
2,1,1
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
2,1,1
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
3,2,2
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
2,1,1
1,0,0
2,1,1
2,1,1
1,0,0
1,0,0
2,1,1
2,1,1
2,1,1
2,1,1
1,0,0
1,0,0
1,0,0
2,1,1
1,0,0
2,1,1
1,0,0
3,2,2
3,2,2
1,0,0
1,0,0
1,0,0
1,0,0
2,1,1
2,1,1
2,1,1
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
2,1,1
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
3,2,2
4,3,3
1,0,0
3,2,2
1,0,0
2,1,1
1,0,0
1,0,0
3,2,2
1,0,0
1,0,0
1,0,0
1,0,0
2,1,1
1,0,0
2,1,1
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
2,1,1
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
3,2,2
3,2,2
3,2,2
1,0,0
3,2,2
2,1,1
1,0,0
1,0,0
1,0,0
2,1,1
3,2,2
1,0,0
1,0,0
1,0,0
1,0,0
2,1,1
1,0,0
1,0,0
1,0,0
3,2,2
2,1,1
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
2,1,1
2,1,1
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
3,2,2
1,0,0
2,1,1
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
2,1,1
3,2,2
1,0,0
2,1,1
1,0,0
2,1,1
2,1,1
1,0,0
1,0,0
2,1,1
1,0,0
1,0,0
2,1,1
1,0,0
3,2,2
1,0,0
1,0,0
2,1,1
1,0,0
2,1,1
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
5,4,4
1,0,0
1,0,0
2,1,1
2,1,1
1,0,0
1,0,0
1,0,0
2,1,1
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
2,1,1
3,2,2
2,1,1
4,3,3
1,0,0
4,3,3
1,0,0
2,1,1
3,2,2
1,0,0
3,2,2
1,0,0
2,1,1
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
4,3,3
4,3,3
1,0,0
1,0,0
1,0,0
4,3,3
1,0,0
1,0,0
5,1,1
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
2,1,1
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
2,1,1
1,0,0
1,0,0
1,0,0
4,3,3
1,0,0
1,0,0
1,0,0
4,2,2
1,0,0
1,0,0
2,1,1
1,0,0
3,2,2
1,0,0
2,1,1
1,0,0
1,0,0
1,0,0
1,0,0
2,1,1
1,0,0
3,2,2
1,0,0
2,1,1
1,0,0
2,1,1
3,2,2
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
2,1,1
1,0,0
2,1,1
1,0,0
1,0,0
2,1,1
1,0,0
2,1,1
3,2,2
2,1,1
1,0,0
1,0,0
1,0,0
1,0,0
2,1,1
2,1,1
1,0,0
2,1,1
2,1,1
2,1,1
1,0,0
2,1,1
2,1,1
1,0,0
2,1,1
1,0,0
1,0,0
1,0,0
2,1,1
2,1,1
2,1,1
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
2,1,1
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
2,1,1
1,0,0
3,2,2
2,1,1
1,0,0
4,3,3
1,0,0
1,0,0
1,0,0
4,3,3
1,0,0
2,1,1
2,1,1
4,3,3
1,0,0
1,0,0
2,1,1
1,0,0
1,0,0
1,0,0
1,0,0
4,3,3
1,0,0
1,0,0
2,1,1
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
3,2,2
2,1,1
1,0,0
2,1,1
1,0,0
3,2,2
4,3,3
2,1,1
1,0,0
3,2,2
2,1,1
2,1,1
1,0,0
2,1,1
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
2,1,1
1,0,0
1,0,0
1,0,0
3,2,2
1,0,0
1,0,0
1,0,0
3,2,2
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
2,1,1
1,0,0
3,2,2
2,1,1
1,0,0
1,0,0
1,0,0
1,0,0
2,1,1
2,1,1
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
3,2,2
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
3,2,2
1,0,0
1,0,0
3,2,2
