18,17,17
1089,1260,1946
25,22,22
23,21,21
4,4,5
32,35,37
7,8,13
22,23,23
29,32,57
24,26,28
66,77,304
8,4,4
46,52,107
29,37,43
34,59,78
41,42,66
9,11,11
18,20,37
25,34,68
30,38,48
5,4,4
126,160,201
30,28,33
6,5,5
82,84,88
7,6,6
41,41,41
100,102,109
22,23,35
25,29,35
26,20,29
5,5,5
11,15,25
9,8,8
30,27,47
55,69,389
15,21,30
173,214,706
39,47,71
18,23,23
75,98,156
9,9,9
281,346,18390
11,10,10
16,19,25
18,19,20
10,9,9
13,12,12
8,7,7
41,41,41
6,5,5
12,13,13
15,15,15
90,118,269
